video_id,description,creation_time,duration,author_id,username,nickname,music_id,song_title,music_author_name,diggs,shares,comments,plays
6880277795612740869,All Black Sleek Leggings Outfit. Link in bio to shop! #wfh #loungewear #leggings #ootd  #fashion #style #tiktokfashion,1601939539,16,6755939935561778181,naomiboyer,Naomi Boyer,6621360381879126786,Time (Instrumental),MKJ,12900,197,144,268800
6878004070242635014,Link in bio to shop! #fashion #style #tiktokfashion #outfitidea #ootd #outfitinspiration #fallfashion,1601410155,15,6755939935561778181,naomiboyer,Naomi Boyer,6851608429664929794,Mood (feat. iann dior),24KGoldn,12900,292,73,244300
6877672499157486854,Link in bio to shop! #outfitidea #ootd #howto #fashionhacks #fallfashion @asos @aritzia @stevemadden #outfitinspo,1601332947,15,6755939935561778181,naomiboyer,Naomi Boyer,6542955494212897537,BOOM,Tiesto,12500,198,143,298600
6877249783413722373,Link in bio for more and to shop! #fashion #style #tiktokfashion #fallfashion #boots #fashiontips,1601234534,13,6755939935561778181,naomiboyer,Naomi Boyer,6784390521251956737,Up & Down,Vengaboys,7774,126,21,196400
6875773886496132358,Life-Changing Style Secret #3 #howto #fashionhacks #lifehack #fashion #styletips #style #tiktokfashion #lifechanger,1600890907,21,6755939935561778181,naomiboyer,Naomi Boyer,6875773949528066822,original sound,Naomi Boyer,90800,1183,339,1100000
6875011239005654277,Romantic Fall Looks With @vicidolls ...use code “NAOMI20” #fashion #style #tiktokfashion #outfitideas #fallfashion,1600713330,14,6755939935561778181,naomiboyer,Naomi Boyer,6622898477217090306,SOLO,제니 (JENNIE),6871,94,21,216200
6873209906279861510,4 Things You Need From Zara #zara #fashion #style #fallfashion #tiktokfashionph,1600293895,16,6755939935561778181,naomiboyer,Naomi Boyer,6873209840534129414,original sound,Naomi Boyer,17100,328,137,451500
6872751988547849478,All items from @vicidolls #fashion #style #howto #shirtdress #fallfashion #fallstyle,1600187284,15,6755939935561778181,naomiboyer,Naomi Boyer,6521924526400342785,Hold On,"Moguai,Cheat Codes",10400,319,30,272600
6872070868797869317,Russian Manicure by @lisakon6 #nails #manicure #russianmanicure #tiktoknails,1600028695,14,6755939935561778181,naomiboyer,Naomi Boyer,6777237779509151746,Swear By It,Clutch,14400,156,30,274900
6870939102309600517,3 Ways To Style Leggings Pt. 3 #howto #wfh #loungewear #leggings #fallfashion #fashion,1599765188,36,6755939935561778181,naomiboyer,Naomi Boyer,6870939018222177029,original sound,Naomi Boyer,276700,11200,1244,2400000
6868347619140209926,Life-Changing Style Secret #2 #fashionhacks #howto #styletips #stylesecrets #lifechanger,1599161803,16,6755939935561778181,naomiboyer,Naomi Boyer,6868347591885703941,original sound,Naomi Boyer,60700,964,432,907300
6867609018051890438,Link in bio to shop! #fallfashion2020 #fallstyle #tiktokfashion #fallfashion #fallhaul,1598989837,20,6755939935561778181,naomiboyer,Naomi Boyer,6867609020249705221,original sound,Naomi Boyer,18500,394,95,401700
6867269298218454277,IT’S A . . . .  #genderreveal #genderrevealparty #babyreveal #babyparty #teamboy #teamgirl,1598910801,57,6755939935561778181,naomiboyer,Naomi Boyer,6867269556709182213,original sound,Naomi Boyer,11800,92,121,230200
6865749177289264390,Life Changing Style Secret #1          #fashion #style #tiktokfashion #fashionhacks #styletips #stylesecrets,1598556807,18,6755939935561778181,naomiboyer,Naomi Boyer,6865749188299197189,original sound,Naomi Boyer,11800,115,46,290600
6864343051624647941,Coming January 2021... #lovestory #proposal #tiktoklove #marriage,1598229421,25,6755939935561778181,naomiboyer,Naomi Boyer,201890715487137792,Sunset Lover,Petit Biscuit,9426,48,147,221900
6863189117212118277,3 Ways To Style A Blazer #howto #blazer #fashion #style #tiktokfashion #fallfashion #leggings,1597960746,28,6755939935561778181,naomiboyer,Naomi Boyer,6863189121012124421,original sound,Naomi Boyer,60700,1399,206,828300
