video_id,description,creation_time,duration,author_id,username,nickname,music_id,song_title,music_author_name,diggs,shares,comments,plays
6.88E+18,Reply to @who_da_f0ck_is_marty 🥰🥰🥰,1601865211,13,6.72E+18,mrhamilton,Casey Hamilton,6.88E+18,original sound,Casey Hamilton,12500,28,265,101900
6.88E+18,Reply to @oliver_mj a lot of chaos here and every bit of it was well-orchestrated 😂 #chaoticgood #nopomegranates #fyp,1601846186,28,6.72E+18,mrhamilton,Casey Hamilton,6.88E+18,original sound,Casey Hamilton,35300,333,581,199300
6.88E+18,yogurt dance 🥰 #yogurtdance,1601841693,8,6.72E+18,mrhamilton,Casey Hamilton,6.87E+18,original sound,Oldschool Deephouse,13100,50,203,137400
6.88E+18,,1601841358,11,6.72E+18,mrhamilton,Casey Hamilton,6.88E+18,original sound,Casey Hamilton,68500,1762,823,356700
6.88E+18,"i didn’t want to have to make this video, but I have to address this: #fyp #serious #seriousvideo",1601838591,10,6.72E+18,mrhamilton,Casey Hamilton,6.88E+18,original sound,Casey Hamilton,192400,1629,1702,1100000
6.88E+18,WHY DID IT MOVE LIKE THAT AKSHHDHEHS,1601833059,9,6.72E+18,mrhamilton,Casey Hamilton,6.87E+18,spookyscarywap,✨,119000,1051,898,604200
6.88E+18,POV: i am a your child and I just got home from playing outside #fyp #pov #comedy,1601832702,20,6.72E+18,mrhamilton,Casey Hamilton,6.88E+18,original sound,Casey Hamilton,22400,129,427,144500
6.88E+18,@cassieshey you are a magnificent artist and you made me do the impossible: enjoy something with glitter on it 😂 #kitchenmail #fanmail,1601832224,57,6.72E+18,mrhamilton,Casey Hamilton,6.81E+18,Back To Black,Amy Winehouse,30600,37,161,181700
6.88E+18,Thank you all for the wonderful Kitchen Mail! @ulyssatuku @kristianlewis2 @cassieshey #fyp #kitchenmail #fanmail,1601832096,59,6.72E+18,mrhamilton,Casey Hamilton,6.69E+18,Jungle Vibes,윤새 (Yunsae),20200,19,132,131400
6.88E+18,#fyp #spooktober #spookyseason,1601802336,11,6.72E+18,mrhamilton,Casey Hamilton,6.88E+18,original sound,Casey Hamilton,36900,206,308,200000
6.88E+18,yogurt dance,1601775082,8,6.72E+18,mrhamilton,Casey Hamilton,6.87E+18,original sound,Oldschool Deephouse,17100,74,319,167100
